userId,trainingId,trainerId,trainingStatus,assessment_percentage_done,assessment_completion_time_in_hours,scoreAchievedInQuiz,quizPassedOrFailed,ratingGivenByTrainer
Emp_153,Training_56,,completed,100,55,23,failed,4
Emp_132,Training_59,,in_progress,45,,,,3
Emp_12,Training_55,,completed,100,3,20,failed,5
Emp_2,Training_76,,in_progress,67,,,,5
Emp_12,Training_83,,in_progress,34,,,,4
Emp_183,Training_21,,pending,0,,,,4
Emp_73,Training_68,,completed,100,35,46,failed,3
Emp_74,Training_66,,completed,100,20,36,failed,1
Emp_68,Training_85,,pending,0,,,,1
Emp_31,Training_10,,pending,0,,,,2
Emp_107,Training_100,,in_progress,26,,,,1
Emp_79,Training_44,,pending,0,,,,1
Emp_101,Training_65,,pending,0,,,,3
Emp_55,Training_57,,completed,100,50,1,failed,3
Emp_163,Training_97,,in_progress,58,,,,5
Emp_75,Training_81,,in_progress,20,,,,1
Emp_6,Training_63,,in_progress,63,,,,2
Emp_139,Training_38,,in_progress,56,,,,1
Emp_81,Training_42,,completed,100,48,39,failed,2
Emp_78,Training_4,,completed,100,39,10,failed,5
Emp_139,Training_75,,pending,0,,,,4
Emp_29,Training_78,,in_progress,69,,,,2
Emp_95,Training_86,,pending,0,,,,4
Emp_194,Training_16,,pending,0,,,,1
Emp_179,Training_66,,pending,0,,,,2
Emp_30,Training_63,,completed,100,13,85,passed,4
Emp_194,Training_35,,completed,100,10,97,passed,5
Emp_108,Training_42,,completed,100,2,2,failed,4
Emp_180,Training_59,,completed,100,44,19,failed,2
Emp_168,Training_41,,completed,100,41,63,passed,2
Emp_37,Training_42,,pending,0,,,,2
Emp_143,Training_21,,in_progress,1,,,,2
Emp_13,Training_6,,pending,0,,,,3
Emp_181,Training_62,,pending,0,,,,5
Emp_141,Training_33,,in_progress,6,,,,5
Emp_38,Training_83,,in_progress,55,,,,2
Emp_48,Training_57,,pending,0,,,,5
Emp_135,Training_28,,in_progress,82,,,,3
Emp_97,Training_13,,in_progress,58,,,,2
Emp_128,Training_77,,pending,0,,,,3
Emp_16,Training_89,,pending,0,,,,4
Emp_71,Training_74,,in_progress,59,,,,3
Emp_102,Training_48,,completed,100,12,76,passed,1
Emp_139,Training_12,,in_progress,2,,,,1
Emp_129,Training_75,,pending,0,,,,4
Emp_150,Training_86,,in_progress,73,,,,4
Emp_194,Training_88,,completed,100,44,57,passed,3
Emp_34,Training_57,,in_progress,73,,,,1
Emp_115,Training_69,,completed,100,28,61,passed,4
Emp_138,Training_31,,completed,100,35,5,failed,3
Emp_158,Training_66,,in_progress,84,,,,2
Emp_135,Training_62,,pending,0,,,,4
Emp_62,Training_34,,completed,100,43,87,passed,5
Emp_173,Training_25,,in_progress,94,,,,1
Emp_136,Training_76,,in_progress,89,,,,3
Emp_139,Training_21,,completed,100,9,28,failed,4
Emp_147,Training_72,,pending,0,,,,1
Emp_21,Training_24,,pending,0,,,,1
Emp_67,Training_98,,pending,0,,,,3
Emp_11,Training_39,,pending,0,,,,3
Emp_33,Training_31,,in_progress,61,,,,5
Emp_199,Training_24,,in_progress,92,,,,5
Emp_99,Training_33,,pending,0,,,,1
Emp_140,Training_93,,in_progress,84,,,,1
Emp_114,Training_25,,in_progress,68,,,,2
Emp_77,Training_24,,in_progress,96,,,,1
Emp_134,Training_87,,in_progress,52,,,,1
Emp_9,Training_36,,pending,0,,,,2
Emp_199,Training_44,,completed,100,55,37,failed,4
Emp_25,Training_43,,pending,0,,,,1
Emp_88,Training_84,,pending,0,,,,1
Emp_59,Training_31,,pending,0,,,,1
Emp_61,Training_60,,pending,0,,,,4
Emp_168,Training_32,,pending,0,,,,1
Emp_122,Training_68,,in_progress,18,,,,1
Emp_186,Training_26,,completed,100,38,41,failed,1
Emp_4,Training_79,,pending,0,,,,1
Emp_116,Training_29,,pending,0,,,,2
Emp_141,Training_9,,in_progress,23,,,,1
Emp_168,Training_46,,completed,100,44,55,passed,2
Emp_12,Training_41,,pending,0,,,,5
Emp_39,Training_30,,completed,100,16,12,failed,1
Emp_79,Training_84,,in_progress,34,,,,1
Emp_6,Training_48,,completed,100,25,43,failed,4
Emp_130,Training_17,,completed,100,28,77,passed,4
Emp_128,Training_50,,in_progress,73,,,,2
Emp_138,Training_28,,pending,0,,,,2
Emp_54,Training_5,,pending,0,,,,2
Emp_169,Training_50,,in_progress,74,,,,5
Emp_54,Training_80,,completed,100,43,51,passed,2
Emp_22,Training_11,,in_progress,5,,,,2
Emp_141,Training_50,,pending,0,,,,2
Emp_70,Training_11,,completed,100,14,50,passed,2
Emp_110,Training_32,,pending,0,,,,2
Emp_82,Training_45,,pending,0,,,,1
Emp_51,Training_15,,pending,0,,,,1
Emp_78,Training_51,,in_progress,46,,,,1
Emp_46,Training_9,,in_progress,78,,,,2
Emp_106,Training_27,,in_progress,46,,,,3
Emp_100,Training_67,,pending,0,,,,2
Emp_114,Training_45,,in_progress,33,,,,4
Emp_197,Training_93,,in_progress,73,,,,3
Emp_135,Training_61,,completed,100,24,64,passed,4
Emp_11,Training_21,,in_progress,36,,,,5
Emp_81,Training_49,,completed,100,55,55,passed,5
Emp_188,Training_64,,in_progress,7,,,,5
Emp_83,Training_59,,completed,100,60,63,passed,3
Emp_167,Training_47,,pending,0,,,,3
Emp_144,Training_8,,pending,0,,,,5
Emp_69,Training_16,,in_progress,67,,,,2
Emp_166,Training_61,,in_progress,28,,,,2
Emp_192,Training_40,,pending,0,,,,4
Emp_117,Training_13,,in_progress,42,,,,5
Emp_197,Training_24,,completed,100,15,10,failed,2
Emp_124,Training_94,,pending,0,,,,4
Emp_166,Training_11,,pending,0,,,,1
Emp_5,Training_88,,in_progress,21,,,,5
Emp_139,Training_22,,pending,0,,,,5
Emp_113,Training_81,,completed,100,46,51,passed,2
Emp_82,Training_38,,pending,0,,,,1
Emp_191,Training_44,,in_progress,79,,,,1
Emp_107,Training_88,,completed,100,23,26,failed,1
Emp_11,Training_28,,pending,0,,,,2
Emp_71,Training_70,,completed,100,11,97,passed,4
Emp_12,Training_25,,in_progress,29,,,,1
Emp_66,Training_67,,in_progress,81,,,,4
Emp_12,Training_74,,pending,0,,,,1
Emp_50,Training_54,,in_progress,50,,,,2
Emp_183,Training_44,,completed,100,1,38,failed,5
Emp_134,Training_75,,in_progress,13,,,,1
Emp_191,Training_73,,completed,100,29,60,passed,2
Emp_182,Training_73,,in_progress,89,,,,4
Emp_79,Training_58,,completed,100,21,65,passed,5
Emp_98,Training_68,,pending,0,,,,3
Emp_24,Training_59,,completed,100,24,66,passed,2
Emp_14,Training_77,,in_progress,100,,,,2
Emp_65,Training_4,,in_progress,82,,,,3
Emp_29,Training_64,,pending,0,,,,5
Emp_162,Training_89,,pending,0,,,,3
Emp_168,Training_68,,completed,100,6,53,passed,5
Emp_148,Training_23,,completed,100,60,18,failed,2
Emp_94,Training_34,,completed,100,13,0,failed,5
Emp_128,Training_56,,completed,100,2,15,failed,2
Emp_170,Training_14,,pending,0,,,,4
Emp_157,Training_83,,completed,100,25,27,failed,4
Emp_145,Training_23,,in_progress,36,,,,3
Emp_85,Training_56,,in_progress,45,,,,2
Emp_178,Training_88,,pending,0,,,,5
Emp_92,Training_21,,pending,0,,,,1
Emp_28,Training_75,,in_progress,77,,,,2
Emp_147,Training_50,,pending,0,,,,2
Emp_24,Training_79,,completed,100,32,15,failed,4
Emp_6,Training_39,,completed,100,58,5,failed,4
Emp_35,Training_1,,in_progress,90,,,,3
Emp_21,Training_45,,pending,0,,,,4
Emp_163,Training_6,,in_progress,18,,,,5
Emp_170,Training_70,,completed,100,20,55,passed,2
Emp_160,Training_88,,pending,0,,,,3
Emp_99,Training_85,,completed,100,7,11,failed,5
Emp_67,Training_13,,completed,100,16,100,passed,5
Emp_29,Training_82,,in_progress,57,,,,2
Emp_117,Training_14,,in_progress,95,,,,5
Emp_62,Training_16,,in_progress,46,,,,5
Emp_92,Training_85,,in_progress,0,,,,2
Emp_28,Training_63,,completed,100,26,68,passed,5
Emp_172,Training_15,,completed,100,59,39,failed,3
Emp_81,Training_67,,pending,0,,,,4
Emp_171,Training_25,,in_progress,75,,,,1
Emp_184,Training_43,,pending,0,,,,3
Emp_42,Training_87,,pending,0,,,,3
Emp_125,Training_51,,in_progress,13,,,,2
Emp_84,Training_97,,completed,100,55,40,failed,1
Emp_23,Training_32,,completed,100,39,45,failed,3
Emp_76,Training_69,,in_progress,90,,,,2
Emp_119,Training_75,,completed,100,16,14,failed,4
Emp_129,Training_1,,in_progress,18,,,,1
Emp_75,Training_80,,pending,0,,,,2
Emp_74,Training_16,,in_progress,7,,,,2
Emp_91,Training_9,,pending,0,,,,5
Emp_181,Training_91,,pending,0,,,,3
Emp_155,Training_3,,completed,100,4,8,failed,1
Emp_120,Training_83,,in_progress,18,,,,5
Emp_142,Training_5,,completed,100,3,51,passed,1
Emp_57,Training_71,,completed,100,59,12,failed,4
Emp_31,Training_86,,completed,100,20,71,passed,5
Emp_85,Training_27,,completed,100,5,66,passed,1
Emp_92,Training_99,,pending,0,,,,5
Emp_174,Training_14,,completed,100,36,37,failed,5
Emp_27,Training_94,,completed,100,45,81,passed,3
Emp_118,Training_92,,in_progress,57,,,,1
Emp_46,Training_56,,completed,100,42,8,failed,2
Emp_133,Training_100,,completed,100,12,97,passed,4
Emp_126,Training_21,,pending,0,,,,5
Emp_123,Training_14,,completed,100,31,71,passed,1
Emp_189,Training_51,,pending,0,,,,3
Emp_98,Training_64,,in_progress,52,,,,5
Emp_107,Training_77,,in_progress,29,,,,4
Emp_150,Training_68,,in_progress,18,,,,1
Emp_169,Training_97,,completed,100,32,7,failed,4
Emp_107,Training_46,,in_progress,5,,,,5
Emp_153,Training_20,,completed,100,59,80,passed,4
Emp_170,Training_21,,completed,100,4,65,passed,1
Emp_25,Training_90,,completed,100,23,17,failed,4
Emp_179,Training_19,,completed,100,24,82,passed,1
Emp_40,Training_48,,completed,100,3,25,failed,3
Emp_188,Training_33,,completed,100,53,14,failed,1
Emp_162,Training_41,,completed,100,27,82,passed,2
Emp_127,Training_96,,in_progress,72,,,,5
Emp_70,Training_43,,completed,100,11,75,passed,5
Emp_29,Training_36,,completed,100,26,23,failed,1
Emp_170,Training_25,,pending,0,,,,2
Emp_140,Training_5,,completed,100,24,29,failed,2
Emp_31,Training_8,,pending,0,,,,3
Emp_157,Training_23,,completed,100,41,9,failed,2
Emp_174,Training_90,,in_progress,36,,,,3
Emp_78,Training_5,,in_progress,96,,,,4
Emp_4,Training_70,,completed,100,23,51,passed,1
Emp_150,Training_70,,pending,0,,,,1
Emp_62,Training_86,,pending,0,,,,1
Emp_176,Training_88,,in_progress,82,,,,4
Emp_54,Training_65,,pending,0,,,,3
Emp_10,Training_36,,in_progress,73,,,,3
Emp_180,Training_25,,completed,100,24,99,passed,4
Emp_63,Training_38,,completed,100,5,88,passed,2
Emp_171,Training_89,,in_progress,36,,,,4
Emp_34,Training_98,,in_progress,4,,,,4
Emp_54,Training_43,,completed,100,11,100,passed,3
Emp_77,Training_6,,in_progress,41,,,,5
Emp_155,Training_48,,in_progress,84,,,,5
Emp_160,Training_11,,in_progress,1,,,,4
Emp_101,Training_42,,completed,100,13,76,passed,2
Emp_63,Training_87,,pending,0,,,,5
Emp_192,Training_86,,completed,100,15,35,failed,2
Emp_121,Training_63,,completed,100,39,59,passed,5
Emp_24,Training_21,,pending,0,,,,2
Emp_165,Training_49,,completed,100,58,23,failed,4
Emp_52,Training_42,,pending,0,,,,5
Emp_32,Training_79,,in_progress,63,,,,4
Emp_135,Training_70,,pending,0,,,,3
Emp_4,Training_77,,in_progress,81,,,,2
Emp_26,Training_98,,in_progress,76,,,,5
Emp_90,Training_29,,pending,0,,,,4
Emp_53,Training_32,,in_progress,8,,,,1
Emp_149,Training_4,,in_progress,96,,,,3
Emp_197,Training_91,,in_progress,36,,,,5
Emp_163,Training_3,,completed,100,20,59,passed,2
Emp_94,Training_22,,completed,100,35,20,failed,3
Emp_79,Training_89,,pending,0,,,,1
Emp_51,Training_37,,pending,0,,,,3
Emp_87,Training_93,,completed,100,10,69,passed,2
Emp_56,Training_12,,completed,100,7,6,failed,5
Emp_82,Training_51,,in_progress,14,,,,5
Emp_65,Training_49,,completed,100,35,51,passed,4
Emp_7,Training_99,,completed,100,49,32,failed,1
Emp_28,Training_16,,completed,100,2,11,failed,5
Emp_37,Training_27,,in_progress,94,,,,4
Emp_104,Training_32,,pending,0,,,,5
Emp_103,Training_31,,in_progress,94,,,,1
Emp_129,Training_8,,pending,0,,,,1
Emp_97,Training_92,,pending,0,,,,1
Emp_69,Training_3,,in_progress,89,,,,5
Emp_79,Training_6,,completed,100,27,67,passed,5
Emp_8,Training_33,,pending,0,,,,5
Emp_39,Training_57,,pending,0,,,,5
Emp_153,Training_28,,in_progress,57,,,,4
Emp_152,Training_67,,in_progress,58,,,,1
Emp_14,Training_65,,completed,100,38,56,passed,1
Emp_15,Training_9,,in_progress,20,,,,2
Emp_77,Training_62,,in_progress,35,,,,5
Emp_196,Training_25,,pending,0,,,,1
Emp_172,Training_2,,completed,100,33,78,passed,3
Emp_184,Training_25,,in_progress,79,,,,2
Emp_190,Training_65,,completed,100,35,63,passed,4
Emp_98,Training_88,,completed,100,48,27,failed,1
Emp_148,Training_18,,pending,0,,,,5
Emp_93,Training_81,,in_progress,76,,,,4
Emp_50,Training_16,,pending,0,,,,5
Emp_167,Training_58,,in_progress,97,,,,2
Emp_181,Training_21,,pending,0,,,,1
Emp_35,Training_79,,pending,0,,,,3
Emp_170,Training_22,,completed,100,56,75,passed,3
Emp_49,Training_5,,in_progress,30,,,,5
Emp_167,Training_44,,pending,0,,,,2
Emp_85,Training_25,,completed,100,17,17,failed,2
Emp_48,Training_87,,completed,100,4,98,passed,2
Emp_6,Training_87,,in_progress,53,,,,2
Emp_140,Training_40,,pending,0,,,,5
Emp_81,Training_10,,in_progress,4,,,,1
Emp_181,Training_80,,in_progress,14,,,,2
Emp_11,Training_65,,in_progress,67,,,,2
Emp_131,Training_94,,in_progress,63,,,,5
Emp_162,Training_96,,in_progress,40,,,,3
Emp_157,Training_39,,in_progress,0,,,,3
Emp_127,Training_89,,pending,0,,,,3
Emp_100,Training_72,,completed,100,11,27,failed,2
Emp_67,Training_74,,pending,0,,,,3
Emp_55,Training_43,,completed,100,34,51,passed,5
Emp_106,Training_2,,completed,100,4,3,failed,1
Emp_92,Training_38,,pending,0,,,,2
Emp_127,Training_6,,completed,100,25,38,failed,4
Emp_81,Training_60,,pending,0,,,,3
Emp_19,Training_63,,pending,0,,,,2
Emp_15,Training_92,,in_progress,11,,,,4
Emp_100,Training_30,,completed,100,37,45,failed,5
Emp_187,Training_59,,completed,100,51,62,passed,1
Emp_18,Training_14,,pending,0,,,,2
Emp_90,Training_73,,in_progress,53,,,,2
Emp_184,Training_89,,pending,0,,,,3
Emp_73,Training_41,,pending,0,,,,2
Emp_150,Training_11,,completed,100,28,12,failed,4
Emp_196,Training_97,,in_progress,67,,,,3
Emp_74,Training_25,,in_progress,68,,,,1
Emp_35,Training_32,,completed,100,23,100,passed,4
Emp_1,Training_13,,in_progress,35,,,,4
Emp_171,Training_63,,completed,100,52,47,failed,5
Emp_70,Training_24,,completed,100,27,54,passed,5
Emp_49,Training_90,,pending,0,,,,3
Emp_10,Training_19,,pending,0,,,,4
Emp_88,Training_86,,completed,100,57,47,failed,3
Emp_109,Training_19,,in_progress,81,,,,5
Emp_147,Training_43,,completed,100,60,93,passed,3
Emp_35,Training_11,,in_progress,54,,,,3
Emp_28,Training_41,,completed,100,39,9,failed,4
Emp_149,Training_30,,completed,100,56,26,failed,2
Emp_197,Training_84,,in_progress,49,,,,2
Emp_120,Training_70,,pending,0,,,,2
Emp_127,Training_13,,completed,100,33,22,failed,5
Emp_70,Training_3,,in_progress,26,,,,3
Emp_16,Training_98,,in_progress,49,,,,2
Emp_198,Training_34,,completed,100,53,88,passed,5
Emp_12,Training_75,,pending,0,,,,5
Emp_41,Training_33,,in_progress,88,,,,4
Emp_48,Training_14,,in_progress,51,,,,2
Emp_87,Training_92,,pending,0,,,,4
Emp_60,Training_18,,in_progress,72,,,,1
Emp_176,Training_61,,pending,0,,,,2
Emp_56,Training_92,,in_progress,20,,,,3
Emp_101,Training_56,,completed,100,58,64,passed,5
Emp_192,Training_45,,completed,100,5,65,passed,1
Emp_139,Training_79,,completed,100,22,8,failed,1
Emp_38,Training_96,,pending,0,,,,3
Emp_115,Training_92,,completed,100,23,58,passed,2
Emp_70,Training_45,,completed,100,40,54,passed,5
Emp_169,Training_98,,completed,100,44,43,failed,2
Emp_29,Training_79,,pending,0,,,,4
Emp_87,Training_11,,in_progress,59,,,,1
Emp_46,Training_71,,in_progress,69,,,,2
Emp_19,Training_79,,pending,0,,,,5
Emp_192,Training_53,,pending,0,,,,2
Emp_20,Training_35,,pending,0,,,,5
Emp_20,Training_87,,in_progress,47,,,,3
Emp_184,Training_9,,completed,100,1,99,passed,2
Emp_145,Training_8,,completed,100,1,24,failed,3
Emp_188,Training_77,,in_progress,96,,,,1
Emp_89,Training_31,,in_progress,91,,,,2
Emp_197,Training_99,,in_progress,98,,,,5
Emp_56,Training_97,,pending,0,,,,1
Emp_58,Training_61,,in_progress,10,,,,5
Emp_82,Training_64,,pending,0,,,,2
Emp_73,Training_5,,pending,0,,,,1
Emp_137,Training_55,,pending,0,,,,1
Emp_85,Training_26,,completed,100,2,15,failed,3
Emp_169,Training_92,,pending,0,,,,2
Emp_76,Training_65,,pending,0,,,,2
Emp_57,Training_36,,in_progress,74,,,,1
Emp_52,Training_71,,in_progress,30,,,,1
Emp_55,Training_25,,in_progress,71,,,,5
Emp_195,Training_81,,pending,0,,,,2
Emp_82,Training_72,,pending,0,,,,2
Emp_184,Training_49,,in_progress,80,,,,5
Emp_130,Training_93,,in_progress,27,,,,2
Emp_106,Training_10,,pending,0,,,,2
Emp_116,Training_53,,completed,100,5,77,passed,2
Emp_166,Training_69,,completed,100,45,46,failed,2
Emp_70,Training_61,,completed,100,57,32,failed,1
Emp_164,Training_7,,in_progress,71,,,,3
Emp_104,Training_95,,in_progress,70,,,,4
Emp_140,Training_54,,pending,0,,,,4
Emp_52,Training_2,,pending,0,,,,1
Emp_31,Training_24,,completed,100,49,77,passed,4
Emp_32,Training_14,,completed,100,22,56,passed,3
Emp_36,Training_9,,in_progress,48,,,,1
Emp_179,Training_19,,in_progress,40,,,,3
Emp_11,Training_83,,pending,0,,,,3
Emp_17,Training_45,,in_progress,94,,,,4
Emp_126,Training_60,,in_progress,3,,,,1
Emp_133,Training_14,,completed,100,9,18,failed,1
Emp_59,Training_85,,in_progress,45,,,,1
Emp_113,Training_73,,pending,0,,,,4
Emp_113,Training_38,,pending,0,,,,4
Emp_74,Training_69,,in_progress,66,,,,3
Emp_1,Training_80,,pending,0,,,,1
Emp_22,Training_41,,pending,0,,,,5
Emp_190,Training_81,,completed,100,17,13,failed,5
Emp_28,Training_56,,completed,100,52,47,failed,3
Emp_91,Training_29,,pending,0,,,,1
Emp_21,Training_8,,in_progress,43,,,,2
Emp_154,Training_10,,in_progress,73,,,,2
Emp_64,Training_40,,completed,100,33,60,passed,2
Emp_44,Training_73,,completed,100,26,40,failed,5
Emp_154,Training_7,,completed,100,2,18,failed,5
Emp_19,Training_65,,pending,0,,,,2
Emp_171,Training_54,,pending,0,,,,1
Emp_93,Training_93,,pending,0,,,,1
Emp_138,Training_20,,in_progress,5,,,,4
Emp_123,Training_34,,completed,100,17,10,failed,4
Emp_175,Training_63,,completed,100,40,21,failed,1
Emp_154,Training_13,,pending,0,,,,1
Emp_15,Training_1,,completed,100,14,97,passed,4
Emp_3,Training_21,,completed,100,32,94,passed,1
Emp_187,Training_38,,completed,100,55,18,failed,2
Emp_132,Training_19,,in_progress,56,,,,2
Emp_195,Training_38,,completed,100,7,29,failed,3
Emp_21,Training_58,,pending,0,,,,3
Emp_181,Training_15,,completed,100,38,65,passed,1
Emp_3,Training_83,,pending,0,,,,5
Emp_135,Training_42,,completed,100,21,69,passed,4
Emp_32,Training_28,,completed,100,57,51,passed,2
Emp_149,Training_49,,pending,0,,,,3
Emp_93,Training_3,,pending,0,,,,4
Emp_49,Training_53,,completed,100,34,18,failed,4
Emp_152,Training_87,,pending,0,,,,1
